geo,year,pop
NO03,2018,999639
NO03,2019,1005070
NO03,2020,1011472
NO04,2014,751632
NO04,2015,762031
NO04,2016,768179
NO04,2017,772813
NO04,2018,777279
NO04,2019,780898
NO04,2020,787123
NO05,2014,875475
NO05,2015,884316
NO05,2016,890719
NO05,2017,896503
NO05,2018,899627
NO05,2019,901689
NO05,2020,905335
NO06,2014,444966
NO06,2015,449386
NO06,2016,453352
NO06,2017,458221
NO06,2018,462354
NO06,2019,465634
NO06,2020,468702
NO06,2021,471124
NO06,2022,474131
NO06,2023,478470
NO07,2014,478134
NO07,2015,480740
NO07,2016,481994
NO07,2017,484647
NO07,2018,486001
NO07,2019,486452
NO07,2020,484546
NO07,2021,482513
NO07,2022,481926
NO07,2023,483536
NO08,2014,1789458
NO08,2015,1816713
NO08,2016,1842751
NO08,2017,1866163
NO08,2018,1887198
NO08,2019,1908376
NO08,2020,1934659
NO08,2021,1949394
NO08,2022,1969057
NO08,2023,2001278
NO09,2014,697974
NO09,2015,703658
NO09,2016,709343
NO09,2017,714491
NO09,2018,719531
NO09,2019,722955
NO09,2020,726627
NO09,2021,730725
NO09,2022,735966
NO09,2023,745152
NO0A,2014,1331739
NO0A,2015,1346947
NO0A,2016,1357909
NO0A,2017,1364902
NO0A,2018,1369541
NO0A,2019,1373741
NO0A,2020,1381661
NO0A,2021,1387010
NO0A,2022,1392937
NO0A,2023,1406920
NO0B,2014,0
NO0B,2015,0
NO0B,2016,0
NO0B,2017,0
NO0B,2018,0
NO0B,2019,0
NO0B,2020,0
NO0B,2022,0
PL21,2014,3316097
PL21,2015,3324579
PL21,2016,3330031
PL21,2017,3339803
PL21,2018,3349498
PL21,2019,3360545
PL21,2020,3371956
PL21,2021,3324543
PL21,2022,3320962
PL21,2023,3319305
PL22,2014,4548177
PL22,2015,4535705
PL22,2016,4520567
PL22,2017,4510528
PL22,2018,4500863
PL22,2019,4488998
PL22,2020,4475460
PL22,2021,4310201
PL22,2022,4273835
PL22,2023,4245283
PL41,2014,3441440
PL41,2015,3447689
PL41,2016,3450966
PL41,2017,3457473
PL41,2018,3465605
PL41,2019,3473172
PL41,2020,3479525
PL41,2021,3455384
PL41,2022,3449874
PL41,2023,3444228
PL42,2014,1691400
PL42,2015,1688486
PL42,2016,1684025
PL42,2017,1681246
PL42,2018,1678873
PL42,2019,1675502
PL42,2020,1671605
PL42,2021,1610051
PL42,2022,1598259
PL42,2023,1589049
PL43,2014,1008564
PL43,2015,1007442
PL43,2016,1005159
PL43,2017,1004892
PL43,2018,1004127
PL43,2019,1003310
PL43,2020,1001411
PL43,2021,965875
PL43,2022,958281
PL43,2023,952793
PL51,2014,2869579
PL51,2015,2868338
PL51,2016,2864624
PL51,2017,2866218
PL51,2018,2865358
PL51,2019,2865072
PL51,2020,2864809
PL51,2021,2833557
PL51,2022,2822229
PL51,2023,2813919
PL52,2014,960226
PL52,2015,956913
PL52,2016,952557
PL52,2017,950710
PL52,2018,948808
PL52,2019,946038
PL52,2020,942233
PL52,2021,910302
PL52,2022,902444
PL52,2023,896370
PL61,2014,2068417
PL61,2015,2065846
PL61,2016,2062006
PL61,2017,2060575
PL61,2018,2059748
PL61,2019,2055433
PL61,2020,2050976
PL61,2021,1969116
PL61,2022,1954778
PL61,2023,1943197
PL62,2014,1421264
PL62,2015,1418541
PL62,2016,1414734
PL62,2017,1410641
PL62,2018,1408415
PL62,2019,1404441
PL62,2020,1399038
PL62,2021,1322861
PL62,2022,1311843
PL62,2023,1303380
PL63,2014,2264817
PL63,2015,2271559
PL63,2016,2277059
PL63,2017,2285800
PL63,2018,2294926
PL63,2019,2305077
PL63,2020,2316135
PL63,2021,2295666
PL63,2022,2295510
PL63,2023,2295745
PL71,2014,2498861
PL71,2015,2489844
PL71,2016,2479350
PL71,2017,2471620
PL71,2018,2462448
PL71,2019,2453167
PL71,2020,2442685
PL71,2021,2380949
PL71,2022,2359467
PL71,2023,2343021
PL72,2014,1253041
PL72,2015,1247951
PL72,2016,1241895
PL72,2017,1237518
PL72,2018,1232016
PL72,2019,1226243
PL72,2020,1218743
PL72,2021,1154493
PL72,2022,1142718
PL72,2023,1133097
PL81,2014,2134413
PL81,2015,2126310
PL81,2016,2118528
PL81,2017,2112787
PL81,2018,2105442
PL81,2019,2097294
PL81,2020,2088292
PL81,2021,1981180
PL81,2022,1962076
PL81,2023,1948400
PL82,2014,2083546
PL82,2015,2084264
PL82,2016,2083496
PL82,2017,2084722
PL82,2018,2085877
PL82,2019,2086135
PL82,2020,2084447
PL82,2021,1979297
PL82,2022,1968616
PL82,2023,1962332
PL84,2014,1165447
PL84,2015,1162369
PL84,2016,1158945
PL84,2017,1156947
PL84,2018,1154856
PL84,2019,1152074
PL84,2020,1149389
PL84,2021,1097521
PL84,2022,1089385
PL84,2023,1083854
PL91,2014,2937140
PL91,2015,2960058
PL91,2016,2979942
PL91,2017,3002278
PL91,2018,3025034
PL91,2019,3053104
PL91,2020,3082399
PL91,2021,3242890
PL91,2022,3256793
PL91,2023,3269510
PL92,2014,2355427
PL92,2015,2349720
PL92,2016,2343325
PL92,2017,2339206
PL92,2018,2334793
PL92,2019,2327207
PL92,2020,2319035
PL92,2021,2239471
PL92,2022,2222691
PL92,2023,2210253
PT11,2014,3640801
PT11,2015,3618807
PT11,2016,3605791
PT11,2017,3596590
PT11,2018,3592401
PT11,2019,3591630
PT11,2020,3600042
PT11,2021,3601434
PT11,2022,3609978
PT11,2023,3640294
PT15,2014,449952
PT15,2015,449965
PT15,2016,451679
PT15,2017,453300
PT15,2018,456113
PT15,2019,459597
PT15,2020,465610
PT15,2021,469892
PT15,2022,469983
PT15,2023,478618
PT16,2014,2290675
PT16,2015,2272517
PT16,2016,2259588
PT16,2017,2246203
PT16,2018,2235005
PT16,2019,2226188
PT16,2020,2229958
PT16,2021,2239686
PT16,2022,2252648
PT16,2023,2264956
PT17,2014,2815667
PT17,2015,2820766
PT17,2016,2829408
PT17,2017,2836906
PT17,2018,2849085
PT17,2019,2859422
PT17,2020,2884800
PT17,2021,2884695
PT17,2022,2883645
PT17,2023,2921564
PT18,2014,739913
PT18,2015,732178
PT18,2016,725914
PT18,2017,719058
PT18,2018,713125
PT18,2019,708434
PT18,2020,707159
PT18,2021,709074
PT18,2022,713376
PT18,2023,716994
PT19,2023,1672267
PT1A,2023,2097742
PT1B,2023,823822
PT1C,2023,472735
PT1D,2023,836948
PT20,2014,245336
PT20,2015,243271
PT20,2016,241653
PT20,2017,240108
PT20,2018,238964
PT20,2019,237828
PT20,2020,237113
PT20,2021,237616
PT20,2022,238794
PT20,2023,240125
PT30,2014,261748
PT30,2015,257617
PT30,2016,254521
PT30,2017,252313
PT30,2018,251077
PT30,2019,250397
PT30,2020,250713
PT30,2021,251900
PT30,2022,252693
PT30,2023,254070
RO11,2014,2590220
RO11,2015,2585543
RO11,2016,2576567
RO11,2017,2568282
RO11,2018,2560504
RO11,2019,2552112
RO11,2020,2547429
RO11,2021,2537017
RO11,2022,2523549
RO11,2023,2531913
RO12,2014,2355312
RO12,2015,2350147
RO12,2016,2341964
RO12,2017,2332785
RO12,2018,2325371
RO12,2019,2318272
RO12,2020,2314826
RO12,2021,2302833
RO12,2022,2273344
RO12,2023,2280856
RO21,2014,3273367
RO21,2015,3269598
RO21,2016,3256734
RO21,2017,3239540
RO21,2018,3222732
RO21,2019,3198564
RO21,2020,3184215
RO21,2021,3163465
RO21,2022,3221819
RO21,2023,3224213
RO22,2014,2509094
RO22,2015,2492352
RO22,2016,2469868
RO22,2017,2447270
RO22,2018,2423059
RO22,2019,2396171
RO22,2020,2377101
RO22,2021,2351636
RO22,2022,2361624
RO22,2023,2353162
RO31,2014,3085095
RO31,2015,3061286
RO31,2016,3031555
RO31,2017,3003394
RO31,2018,2965415
RO31,2019,2929832
RO31,2020,2901376
RO31,2021,2868994
RO31,2022,2854809
RO31,2023,2841139
RO32,2014,2282968
RO32,2015,2284200
RO32,2016,2288203
RO32,2017,2287208
RO32,2018,2302291
RO32,2019,2315173
RO32,2020,2322002
RO32,2021,2327057
RO32,2022,2268268
RO32,2023,2290125
RO41,2014,2033360
RO41,2015,2015766
RO41,2016,1993482
RO41,2017,1972979
RO41,2018,1949813
RO41,2019,1926860
RO41,2020,1910409
RO41,2021,1892078
RO41,2022,1869563
RO41,2023,1861680
RO42,2014,1817895
RO42,2015,1811755
RO42,2016,1802212
RO42,2017,1792491
RO42,2018,1784296
RO42,2019,1777474
RO42,2020,1771480
RO42,2021,1758582
RO42,2022,1669479
RO42,2023,1671460
RS11,2017,1685797
RS11,2018,1688466
RS11,2019,1691919
RS11,2020,1696192
RS11,2021,1692768
RS11,2022,1684567
RS11,2023,1683033
RS12,2017,1876215
RS12,2018,1866815
RS12,2019,1856911
RS12,2020,1847274
RS12,2021,1834430
RS12,2022,1817534
RS12,2023,1738651
RS21,2017,1949486
RS21,2018,1932780
RS21,2019,1916855
RS21,2020,1900429
RS21,2021,1880467
RS21,2022,1854641
RS21,2023,1816449
RS22,2017,1528774
RS22,2018,1513383
RS22,2019,1498079
RS22,2020,1482810
RS22,2021,1463882
RS22,2022,1440363
RS22,2023,1403064
SE11,2014,2163042
SE11,2015,2198044
SE11,2016,2231439
SE11,2017,2269060
SE11,2018,2308143
SE11,2019,2344124
SE11,2020,2377081
SE11,2021,2391990
SE11,2022,2415139
SE11,2023,2440027
SE12,2014,1605347
SE12,2015,1621566
SE12,2016,1638825
SE12,2017,1664145
SE12,2018,1687810
SE12,2019,1708813
SE12,2020,1727398
SE12,2021,1737737
SE12,2022,1752290
SE12,2023,1763645
SE21,2014,819426
SE21,2015,826243
SE21,2016,834276
SE21,2017,847667
SE21,2018,856887
SE21,2019,864630
SE21,2020,870200
SE21,2021,873407
SE21,2022,878580
SE21,2023,882332
SE22,2014,1426826
SE22,2015,1443065
SE22,2016,1459880
SE22,2017,1483018
SE22,2018,1504060
SE22,2019,1521848
SE22,2020,1537433
SE22,2021,1548392
SE22,2022,1561362
SE22,2023,1573064
SE23,2014,1921924
SE23,2015,1942677
SE23,2016,1963466
SE23,2017,1992116
SE23,2018,2015607
SE23,2019,2039166
SE23,2020,2059729
SE23,2021,2071191
SE23,2022,2085102
SE23,2023,2101461
SE31,2014,829134
SE31,2015,833585
SE31,2016,838747
SE31,2017,848451
SE31,2018,852201
SE31,2019,855220
SE31,2020,857762
SE31,2021,858063
SE31,2022,859350
SE31,2023,859620
SE32,2014,368617
SE32,2015,369826
SE32,2016,371273
SE32,2017,374245
SE32,2018,375774
SE32,2019,375733
SE32,2020,376157
SE32,2021,375709
SE32,2022,376247
SE32,2023,375935
SE33,2014,510548
SE33,2015,512349
SE33,2016,513111
SE33,2017,516451
SE33,2018,519760
SE33,2019,520651
SE33,2020,521829
SE33,2021,522806
SE33,2022,524256
SE33,2023,525472
SI03,2014,1094709
SI03,2015,1093545
SI03,2016,1092193
SI03,2017,1091159
SI03,2018,1089717
SI03,2019,1094435
SI03,2020,1100012
SI03,2021,1105046
SI03,2022,1103787
SI03,2023,1107885
SI04,2014,966376
SI04,2015,969329
SI04,2016,971995
SI04,2017,974736
SI04,2018,977163
SI04,2019,986473
SI04,2020,995849
SI04,2021,1003931
SI04,2022,1003393
SI04,2023,1009087
SK01,2014,618380
SK01,2015,625167
SK01,2016,633288
SK01,2017,641892
SK01,2018,650838
SK01,2019,659598
SK01,2020,669592
SK01,2021,677024
SK01,2022,723714
SK01,2023,728370
SK02,2014,1836664
SK02,2015,1834832
SK02,2016,1832159
SK02,2017,1830751
SK02,2018,1828428
SK02,2019,1826145
SK02,2020,1823792
SK02,2021,1819399
SK02,2022,1812542
SK02,2023,1806944
SK03,2014,1347233
SK03,2015,1345808
SK03,2016,1343458
SK03,2017,1342287
SK03,2018,1340811
SK03,2019,1339242
SK03,2020,1336785
SK03,2021,1334238
SK03,2022,1310511
SK03,2023,1305883
SK04,2014,1613672
SK04,2015,1615542
SK04,2016,1617347
SK04,2017,1620413
SK04,2018,1623043
SK04,2019,1625436
SK04,2020,1627704
SK04,2021,1629120
SK04,2022,1587945
SK04,2023,1587595
TR10,2014,14160467
TR10,2015,14377018
TR10,2016,14657434
TR10,2017,14804116
TR10,2018,15029231
TR10,2019,15067724
TR10,2020,15519267
TR10,2021,15462452
TR10,2022,15840900
TR10,2023,15907951
TR21,2014,1613616
TR21,2015,1650735
TR21,2016,1687420
TR21,2017,1726260
TR21,2018,1768368
TR21,2019,1802315
TR21,2020,1831151
TR21,2021,1850565
TR21,2022,1891878
TR21,2023,1926512
TR22,2014,1665089
TR22,2015,1700847
TR22,2016,1700029
TR22,2017,1715969
TR22,2018,1735241
TR22,2019,1767237
TR22,2020,1770777
TR22,2021,1781833
TR22,2022,1807886
TR22,2023,1816973
TR31,2014,4061074
TR31,2015,4113072
TR31,2016,4168415
TR31,2017,4223545
TR31,2018,4279677
TR31,2019,4320519
TR31,2020,4367251
TR31,2021,4394694
TR31,2022,4425789
TR31,2023,4462056
TR32,2014,2851086
TR32,2015,2915188
TR32,2016,2955825
TR32,2017,2997720
TR32,2018,3038325
TR32,2019,3093015
TR32,2020,3131322
TR32,2021,3160772
TR32,2022,3206228
TR32,2023,3252758
TR33,2014,2985153
TR33,2015,2995289
TR33,2016,3013892
TR33,2017,3043846
TR33,2018,3065961
TR33,2019,3100666
TR33,2020,3119860
TR33,2021,3133649
TR33,2022,3152628
TR33,2023,3171989
TR41,2014,3749582
TR41,2015,3809784
TR41,2016,3881624
TR41,2017,3964535
TR41,2018,4019116
TR41,2019,4089156
TR41,2020,4163022
TR41,2021,4209378
TR41,2022,4274521
TR41,2023,4330010
TR42,2014,3448702
TR42,2015,3522353
TR42,2016,3617728
TR42,2017,3719652
TR42,2018,3805481
TR42,2019,3878979
TR42,2020,3961953
TR42,2021,4026438
TR42,2022,4106308
TR42,2023,4181440
TR51,2014,5045083
TR51,2015,5150072
TR51,2016,5270575
TR51,2017,5346518
TR51,2018,5445026
TR51,2019,5503985
TR51,2020,5639076
TR51,2021,5663322
TR51,2022,5747325
TR51,2023,5782285
TR52,2014,2317164
TR52,2015,2349170
TR52,2016,2372740
TR52,2017,2406913
TR52,2018,2426821
TR52,2019,2457522
TR52,2020,2485653
TR52,2021,2504939
TR52,2022,2535855
TR52,2023,2557185
TR61,2014,2833306
TR61,2015,2898240
TR61,2016,2968561
TR61,2017,3017280
TR61,2018,3063005
TR61,2019,3137694
TR61,2020,3227410
TR61,2021,3255704
TR61,2022,3339226
TR61,2023,3407128
TR62,2014,3855034
TR62,2015,3892850
TR62,2016,3928388
TR62,2017,3975522
TR62,2018,4010406
TR62,2019,4034593
TR62,2020,4078365
TR62,2021,4127475
TR62,2022,4154518
TR62,2023,4190538
TR63,2014,3077753
TR63,2015,3115681
TR63,2016,3142990
TR63,2017,3189974
TR63,2018,3230573
TR63,2019,3289122
TR63,2020,3321755
TR63,2021,3376039
TR63,2022,3395022
TR63,2023,3422884
TR71,2014,1510080
TR71,2015,1508199
TR71,2016,1515228
TR71,2017,1546995
TR71,2018,1560774
TR71,2019,1603688
TR71,2020,1608193
TR71,2021,1611789
TR71,2022,1619709
TR71,2023,1630050
TR72,2014,2363390
TR72,2015,2378052
TR72,2016,2379113
TR72,2017,2401245
TR72,2018,2416673
TR72,2019,2461269
TR72,2020,2467565
TR72,2021,2476439
TR72,2022,2488978
TR72,2023,2494889
TR81,2014,1020957
TR81,2015,1019534
TR81,2016,1023593
TR81,2017,1032260
TR81,2018,1034922
TR81,2019,1046711
TR81,2020,1042760
TR81,2021,1033797
TR81,2022,1040682
TR81,2023,1043919
TR82,2014,763570
TR82,2015,756983
TR82,2016,757711
TR82,2017,766303
TR82,2018,765874
TR82,2019,819468
TR82,2020,793437
TR82,2021,785265
TR82,2022,790515
TR82,2023,794680
TR83,2014,2714575
TR83,2015,2717042
TR83,2016,2721221
TR83,2017,2752803
TR83,2018,2773386
TR83,2019,2822353
TR83,2020,2829953
TR83,2021,2819560
TR83,2022,2835454
TR83,2023,2827339
TR90,2014,2553647
TR90,2015,2566840
TR90,2016,2572850
TR90,2017,2645584
TR90,2018,2633417
TR90,2019,2719113
TR90,2020,2690180
TR90,2021,2677584
TR90,2022,2693034
TR90,2023,2690038
TRA1,2014,1062345
TRA1,2015,1067560
TRA1,2016,1063789
TRA1,2017,1078207
TRA1,2018,1072404
TRA1,2019,1086156
TRA1,2020,1081652
TRA1,2021,1074620
TRA1,2022,1079286
TRA1,2023,1073218
TRA2,2014,1145257
TRA2,2015,1138766
TRA2,2016,1131570
TRA2,2017,1123161
TRA2,2018,1115810
TRA2,2019,1124898
TRA2,2020,1118370
TRA2,2021,1117833
TRA2,2022,1103812
TRA2,2023,1081530
TRB1,2014,1681719
TRB1,2015,1690843
TRB1,2016,1700468
TRB1,2017,1711847
TRB1,2018,1726199
TRB1,2019,1762077
TRB1,2020,1755735
TRB1,2021,1759327
TRB1,2022,1763537
TRB1,2023,1770999
TRB2,2014,2092863
TRB2,2015,2111068
TRB2,2016,2124349
TRB2,2017,2115729
TRB2,2018,2128670
TRB2,2019,2167642
TRB2,2020,2174672
TRB2,2021,2191967
TRB2,2022,2176738
TRB2,2023,2157272
TRC1,2014,2570208
TRC1,2015,2616082
TRC1,2016,2665265
TRC1,2017,2715553
TRC1,2018,2756910
TRC1,2019,2795617
TRC1,2020,2838319
TRC1,2021,2876408
TRC1,2022,2908406
TRC1,2023,2937139
TRC2,2014,3409417
TRC2,2015,3480715
TRC2,2016,3546516
TRC2,2017,3613746
TRC2,2018,3685654
TRC2,2019,3768205
TRC2,2020,3829967
TRC2,2021,3898687
TRC2,2022,3934393
TRC2,2023,3974990
TRC3,2014,2116727
TRC3,2015,2153921
TRC3,2016,2173759
TRC3,2017,2179588
TRC3,2018,2222601
TRC3,2019,2284158
TRC3,2020,2307332
TRC3,2021,2343826
TRC3,2022,2367645
TRC3,2023,2393781
UKC1,2014,1183175
UKC1,2015,1186123
UKC1,2016,1190177
UKC1,2017,1194437
UKC1,2018,1197992
UKC1,2019,1201543
UKC2,2014,1431607
UKC2,2015,1435643
UKC2,2016,1440477
UKC2,2017,1446249
UKC2,2018,1450223
UKC2,2019,1455437
UKD1,2014,498463
UKD1,2015,498545
UKD1,2016,498745
UKD1,2017,498641
UKD1,2018,498216
UKD1,2019,498083
UKD3,2014,2721819
UKD3,2015,2741974
UKD3,2016,2767348
UKD3,2017,2789735
UKD3,2018,2808080
UKD3,2019,2822003
UKD4,2014,1469371
UKD4,2015,1473818
UKD4,2016,1480296
UKD4,2017,1487102
UKD4,2018,1490434
UKD4,2019,1495318
UKD6,2014,911368
UKD6,2015,915471
UKD6,2016,919711
UKD6,2017,924261
UKD6,2018,927799
UKD6,2019,931347
UKD7,2014,1517171
UKD7,2015,1524173
UKD7,2016,1533376
UKD7,2017,1541473
UKD7,2018,1547607
UKD7,2019,1553324
UKE1,2014,922928
UKE1,2015,924558
UKE1,2016,926818
UKE1,2017,929189
UKE1,2018,931065
UKE1,2019,932645
UKE2,2014,807558
UKE2,2015,810048
UKE2,2016,814066
UKE2,2017,818141
UKE2,2018,820874
UKE2,2019,824054
UKE3,2014,1362340
UKE3,2015,1370817
UKE3,2016,1380458
UKE3,2017,1389426
UKE3,2018,1397266
UKE3,2019,1404971
UKE4,2014,2256217
UKE4,2015,2269744
UKE4,2016,2286357
UKE4,2017,2301000
UKE4,2018,2313390
UKE4,2019,2324560
UKF1,2014,2141903
UKF1,2015,2155431
UKF1,2016,2170611
UKF1,2017,2187643
UKF1,2018,2199851
UKF1,2019,2210381
UKF2,2014,1747794
UKF2,2015,1767307
UKF2,2016,1789613
UKF2,2017,1812852
UKF2,2018,1828762
UKF2,2019,1843764
UKF3,2014,728205
UKF3,2015,734643
UKF3,2016,741087
UKF3,2017,747996
UKF3,2018,752671
UKF3,2019,756920
UKG1,2014,1312357
UKG1,2015,1319504
UKG1,2016,1327386
UKG1,2017,1338055
UKG1,2018,1344393
UKG1,2019,1352539
UKG2,2014,1588088
UKG2,2015,1594600
UKG2,2016,1603003
UKG2,2017,1613788
UKG2,2018,1619877
UKG2,2019,1626956
UKG3,2014,2793881
UKG3,2015,2820216
UKG3,2016,2852553
UKG3,2017,2883905
UKG3,2018,2908821
UKG3,2019,2928377
UKH1,2014,2434456
UKH1,2015,2456564
UKH1,2016,2475882
UKH1,2017,2493326
UKH1,2018,2509078
UKH1,2019,2521676
UKH2,2014,1784776
UKH2,2015,1806939
UKH2,2016,1827766
UKH2,2017,1841673
UKH2,2018,1859787
UKH2,2019,1871847
UKH3,2014,1765271
UKH3,2015,1782982
UKH3,2016,1798750
UKH3,2017,1813609
UKH3,2018,1828948
UKH3,2019,1841887
UKI3,2014,1120811
UKI3,2015,1138443
UKI3,2016,1153642
UKI3,2017,1163136
UKI3,2018,1173602
UKI3,2019,1190513
UKI4,2014,2248524
UKI4,2015,2294960
UKI4,2016,2337518
UKI4,2017,2367065
UKI4,2018,2402934
UKI4,2019,2430890
UKI5,2014,1826033
UKI5,2015,1853173
UKI5,2016,1880090
UKI5,2017,1899556
UKI5,2018,1924106
UKI5,2019,1940638
UKI6,2014,1263221
UKI6,2015,1276233
UKI6,2016,1288011
UKI6,2017,1295666
UKI6,2018,1308866
UKI6,2019,1316772
UKI7,2014,2019780
UKI7,2015,2040301
UKI7,2016,2058984
UKI7,2017,2071842
UKI7,2018,2090315
UKI7,2019,2103443
UKJ1,2014,2325301
UKJ1,2015,2347205
UKJ1,2016,2368548
UKJ1,2017,2385514
UKJ1,2018,2402507
UKJ1,2019,2417428
UKJ2,2014,2802800
UKJ2,2015,2827820
UKJ2,2016,2852269
UKJ2,2017,2871387
UKJ2,2018,2892767
UKJ2,2019,2909838
UKJ3,2014,1932133
UKJ3,2015,1946199
UKJ3,2016,1961230
UKJ3,2017,1973952
UKJ3,2018,1985074
UKJ3,2019,1993050
UKJ4,2014,1773140
UKJ4,2015,1790347
UKJ4,2016,1807834
UKJ4,2017,1824794
UKJ4,2018,1840563
UKJ4,2019,1854717
UKK1,2014,2404752
UKK1,2015,2429519
UKK1,2016,2453872
UKK1,2017,2474784
UKK1,2018,2496022
UKK1,2019,2516568
UKK2,2014,1295993
UKK2,2015,1304470
UKK2,2016,1313859
UKK2,2017,1322286
UKK2,2018,1329868
UKK2,2019,1336003
UKK3,2014,546137
UKK3,2015,550437
UKK3,2016,555014
UKK3,2017,560526
UKK3,2018,564588
UKK3,2019,568612
UKK4,2014,1153568
UKK4,2015,1162981
UKK4,2016,1171558
UKK4,2017,1180517
UKK4,2018,1187825
UKK4,2019,1195198
UKL1,2014,1944635
UKL1,2015,1948946
UKL1,2016,1954376
UKL1,2017,1960764
UKL1,2018,1963646
UKL1,2019,1968383
UKL2,2014,1142724
UKL2,2015,1146757
UKL2,2016,1151846
UKL2,2017,1158491
UKL2,2018,1162876
UKL2,2019,1168000
UKM5,2014,487150
UKM5,2015,490875
UKM5,2016,492173
UKM5,2017,491323
UKM5,2018,494624
UKM5,2019,495365
UKM6,2014,467326
UKM6,2015,467889
UKM6,2016,468903
UKM6,2017,469420
UKM6,2018,470743
UKM6,2019,470990
UKM7,2014,1933992
UKM7,2015,1946564
UKM7,2016,1961928
UKM7,2017,1976392
UKM7,2018,1988307
UKM7,2019,1998699
UKM8,2014,1504303
UKM8,2015,1510438
UKM8,2016,1520628
UKM8,2017,1531216
UKM8,2018,1536415
UKM8,2019,1541998
UKM9,2014,944842
UKM9,2015,944507
UKM9,2016,945233
UKM9,2017,946372
UKM9,2018,946837
UKM9,2019,947186
UKN0,2014,1835290
UKN0,2015,1846229
UKN0,2016,1857048
UKN0,2017,1866638
UKN0,2018,1875957
UKN0,2019,1885189
